step,s_current,x_err,y_err,mag,cmd_x_pair,cmd_y_pair,tip_x,tip_y,tip_z
280,0.106200,-0.01187,0.02598,0.02857,0.004145,0.000208,0.029291,-0.000485,0.160816
281,0.106400,-0.00302,0.03286,0.03299,0.004145,0.000208,0.029514,-0.000550,0.160832
282,0.106600,0.01673,0.05597,0.05842,0.004145,0.000208,0.029724,-0.000610,0.160857
283,0.106800,-0.00547,0.06582,0.06604,0.004145,0.000208,0.029919,-0.000666,0.160892
284,0.107000,-0.00363,0.05585,0.05597,0.004145,0.000208,0.030101,-0.000718,0.160936
285,0.107200,0.02462,0.06895,0.07322,0.004145,0.000208,0.030272,-0.000767,0.160988
286,0.107400,0.02750,0.06685,0.07229,0.004145,0.000208,0.030431,-0.000812,0.161049
287,0.107600,0.01121,0.06765,0.06857,0.004145,0.000208,0.030580,-0.000854,0.161117
288,0.107800,0.03868,0.07921,0.08815,0.004114,0.000145,0.030713,-0.000877,0.161199
289,0.108000,0.04813,0.07913,0.09262,0.004075,0.000081,0.030825,-0.000878,0.161300
290,0.108200,0.04893,0.07527,0.08978,0.004036,0.000021,0.030915,-0.000860,0.161420
291,0.108400,0.02857,0.06675,0.07261,0.004036,0.000021,0.030992,-0.000831,0.161552
292,0.108600,0.02181,0.05563,0.05975,0.004036,0.000021,0.031063,-0.000802,0.161689
293,0.108800,0.01737,0.05573,0.05837,0.004036,0.000021,0.031130,-0.000776,0.161829
294,0.109000,0.01004,0.04912,0.05013,0.004036,0.000021,0.031192,-0.000751,0.161973
295,0.109200,-0.01340,0.04616,0.04807,0.004036,0.000021,0.031250,-0.000727,0.162120
296,0.109400,-0.04489,0.03327,0.05587,0.004036,0.000021,0.031305,-0.000706,0.162270
297,0.109600,-0.08185,0.02292,0.08500,0.004102,0.000003,0.031368,-0.000681,0.162412
298,0.109800,-0.09522,0.01963,0.09723,0.004178,-0.000013,0.031453,-0.000649,0.162533
299,0.110000,-0.09686,0.01983,0.09887,0.004255,-0.000029,0.031562,-0.000611,0.162631
300,0.110200,-0.10236,0.01604,0.10361,0.004337,-0.000042,0.031694,-0.000568,0.162708
301,0.110400,-0.10969,0.00226,0.10971,0.004425,-0.000043,0.031849,-0.000525,0.162761
302,0.110600,-0.12530,0.02028,0.12693,0.004525,-0.000060,0.032029,-0.000479,0.162788
303,0.110800,-0.09983,0.01266,0.10063,0.004605,-0.000070,0.032231,-0.000430,0.162793
304,0.111000,-0.08963,0.03015,0.09457,0.004677,-0.000094,0.032447,-0.000375,0.162780
305,0.111200,-0.05689,0.04332,0.07151,0.004677,-0.000094,0.032663,-0.000319,0.162766
306,0.111400,-0.05315,0.02312,0.05796,0.004677,-0.000094,0.032866,-0.000266,0.162762
307,0.111600,-0.04873,0.00776,0.04934,0.004677,-0.000094,0.033055,-0.000217,0.162770
308,0.111800,-0.06390,-0.00209,0.06394,0.004677,-0.000094,0.033232,-0.000171,0.162788
309,0.112000,-0.04046,0.00987,0.04164,0.004677,-0.000094,0.033397,-0.000129,0.162816
310,0.112200,-0.02845,0.01190,0.03083,0.004677,-0.000094,0.033551,-0.000090,0.162854
311,0.112400,-0.02494,-0.00445,0.02534,0.004677,-0.000094,0.033695,-0.000053,0.162902
312,0.112600,-0.00058,-0.02162,0.02163,0.004677,-0.000094,0.033829,-0.000019,0.162958
313,0.112800,0.00629,-0.04311,0.04356,0.004677,-0.000094,0.033954,0.000012,0.163022
314,0.113000,0.02617,-0.04423,0.05139,0.004677,-0.000094,0.034071,0.000042,0.163095
315,0.113200,0.03205,-0.04888,0.05846,0.004677,-0.000094,0.034181,0.000069,0.163174
316,0.113400,0.02857,-0.05543,0.06236,0.004677,-0.000094,0.034283,0.000094,0.163261
317,0.113600,0.02498,-0.05970,0.06472,0.004677,-0.000094,0.034378,0.000117,0.163354
318,0.113800,0.02825,-0.05932,0.06570,0.004677,-0.000094,0.034468,0.000139,0.163454
319,0.114000,0.03498,-0.05110,0.06193,0.004677,-0.000094,0.034552,0.000159,0.163560
320,0.114200,0.02129,-0.05379,0.05785,0.004677,-0.000094,0.034630,0.000178,0.163671
321,0.114400,0.01354,-0.04020,0.04242,0.004677,-0.000094,0.034703,0.000195,0.163787
322,0.114600,0.01329,-0.03564,0.03804,0.004677,-0.000094,0.034771,0.000212,0.163908
323,0.114800,0.01195,-0.03460,0.03660,0.004677,-0.000094,0.034836,0.000227,0.164034
324,0.115000,0.00843,-0.03065,0.03179,0.004677,-0.000094,0.034896,0.000241,0.164165
325,0.115200,-0.00933,-0.02337,0.02516,0.004677,-0.000094,0.034952,0.000254,0.164300
326,0.115400,-0.01566,-0.01044,0.01882,0.004677,-0.000094,0.035005,0.000266,0.164438
327,0.115600,-0.02825,-0.01759,0.03328,0.004677,-0.000094,0.035054,0.000277,0.164580
328,0.115800,-0.02741,-0.02979,0.04048,0.004677,-0.000094,0.035100,0.000287,0.164726
329,0.116000,-0.02437,-0.01837,0.03052,0.004677,-0.000094,0.035143,0.000297,0.164875
330,0.116200,-0.05317,-0.01539,0.05535,0.004677,-0.000094,0.035184,0.000306,0.165027
331,0.116400,-0.05634,-0.01357,0.05795,0.004677,-0.000094,0.035222,0.000314,0.165182
332,0.116600,-0.06355,-0.01449,0.06518,0.004677,-0.000094,0.035257,0.000322,0.165340
333,0.116800,-0.05956,-0.02860,0.06607,0.004677,-0.000094,0.035291,0.000329,0.165500
334,0.117000,-0.06383,-0.02747,0.06949,0.004677,-0.000094,0.035322,0.000336,0.165662
335,0.117200,-0.08564,-0.02191,0.08840,0.004745,-0.000076,0.035362,0.000337,0.165813
336,0.117400,-0.09825,-0.02890,0.10241,0.004824,-0.000053,0.035423,0.000335,0.165940
337,0.117600,-0.09581,-0.02472,0.09895,0.004901,-0.000034,0.035504,0.000333,0.166040
338,0.117800,-0.09497,-0.02232,0.09756,0.004977,-0.000016,0.035606,0.000330,0.166116
339,0.118000,-0.10846,-0.02842,0.11212,0.005063,0.000007,0.035727,0.000326,0.166167
340,0.118200,-0.09948,-0.00672,0.09970,0.005143,0.000012,0.035866,0.000319,0.166193
341,0.118400,-0.08976,-0.00943,0.09025,0.005215,0.000020,0.036021,0.000309,0.166198
342,0.118600,-0.09211,-0.01838,0.09393,0.005289,0.000035,0.036189,0.000295,0.166185
343,0.118800,-0.09239,-0.03074,0.09737,0.005362,0.000059,0.036368,0.000273,0.166154
344,0.119000,-0.07178,-0.03841,0.08141,0.005420,0.000090,0.036555,0.000239,0.166110
345,0.119200,-0.05165,-0.01714,0.05442,0.005420,0.000090,0.036739,0.000201,0.166067
346,0.119400,-0.04014,-0.02309,0.04631,0.005420,0.000090,0.036911,0.000165,0.166037
347,0.119600,-0.03015,-0.02523,0.03931,0.005420,0.000090,0.037072,0.000132,0.166020
348,0.119800,-0.00211,-0.01059,0.01080,0.005420,0.000090,0.037221,0.000101,0.166016
349,0.120000,-0.00011,-0.01947,0.01947,0.005420,0.000090,0.037360,0.000072,0.166023
350,0.120200,0.00931,-0.02624,0.02784,0.005420,0.000090,0.037489,0.000046,0.166042
351,0.120400,0.03016,-0.00088,0.03017,0.005420,0.000090,0.037609,0.000022,0.166071
352,0.120600,0.04122,-0.00657,0.04174,0.005420,0.000090,0.037721,-0.000001,0.166110
353,0.120800,0.05779,-0.00608,0.05811,0.005420,0.000090,0.037826,-0.000022,0.166159
354,0.121000,0.06135,-0.01371,0.06286,0.005420,0.000090,0.037924,-0.000041,0.166217
355,0.121200,0.05925,-0.01143,0.06034,0.005420,0.000090,0.038015,-0.000059,0.166283
356,0.121400,0.06937,-0.01136,0.07029,0.005420,0.000090,0.038100,-0.000075,0.166357
357,0.121600,0.06554,0.00299,0.06561,0.005420,0.000090,0.038179,-0.000091,0.166438
358,0.121800,0.05301,-0.00027,0.05301,0.005420,0.000090,0.038253,-0.000105,0.166527
359,0.122000,0.05406,0.00963,0.05491,0.005420,0.000090,0.038322,-0.000118,0.166622
360,0.122200,0.05683,0.02224,0.06103,0.005420,0.000090,0.038387,-0.000130,0.166724
361,0.122400,0.05137,0.01425,0.05331,0.005420,0.000090,0.038447,-0.000141,0.166832
362,0.122600,0.03893,0.01457,0.04157,0.005420,0.000090,0.038503,-0.000151,0.166945
363,0.122800,0.03215,0.01973,0.03772,0.005420,0.000090,0.038556,-0.000161,0.167063
364,0.123000,0.03225,0.01945,0.03766,0.005420,0.000090,0.038605,-0.000169,0.167186
365,0.123200,0.02068,0.02188,0.03010,0.005420,0.000090,0.038652,-0.000177,0.167314
366,0.123400,0.02235,0.01875,0.02917,0.005420,0.000090,0.038695,-0.000185,0.167446
367,0.123600,0.03242,0.02548,0.04124,0.005420,0.000090,0.038735,-0.000192,0.167583
368,0.123800,0.03205,0.03568,0.04796,0.005420,0.000090,0.038773,-0.000198,0.167723
369,0.124000,0.03319,0.04183,0.05340,0.005420,0.000090,0.038808,-0.000204,0.167867
370,0.124200,0.03125,0.05932,0.06705,0.005420,0.000090,0.038841,-0.000210,0.168014
371,0.124400,0.01012,0.05895,0.05981,0.005420,0.000090,0.038872,-0.000215,0.168165
372,0.124600,0.00000,0.07535,0.07535,0.005420,0.000090,0.038901,-0.000219,0.168318
373,0.124800,-0.00122,0.06847,0.06848,0.005420,0.000090,0.038929,-0.000224,0.168475
374,0.125000,-0.04273,0.08995,0.09958,0.005454,0.000018,0.038958,-0.000225,0.168626
375,0.125200,-0.04752,0.07909,0.09227,0.005492,-0.000045,0.038995,-0.000218,0.168765
376,0.125400,-0.06188,0.07152,0.09458,0.005542,-0.000102,0.039042,-0.000193,0.168890
377,0.125600,-0.08297,0.06519,0.10552,0.005608,-0.000155,0.039100,-0.000146,0.168993
378,0.125800,-0.09286,0.05506,0.10796,0.005682,-0.000199,0.039174,-0.000079,0.169072
379,0.126000,-0.06919,0.05232,0.08674,0.005738,-0.000240,0.039259,0.000003,0.169129
380,0.126200,-0.06236,0.04093,0.07459,0.005738,-0.000240,0.039346,0.000088,0.169183
381,0.126400,-0.01209,0.04019,0.04197,0.005738,-0.000240,0.039429,0.000169,0.169244
382,0.126600,-0.01501,0.01631,0.02217,0.005738,-0.000240,0.039505,0.000245,0.169313
383,0.126800,-0.00414,0.01217,0.01286,0.005738,-0.000240,0.039577,0.000315,0.169390
384,0.127000,-0.01615,-0.00205,0.01628,0.005738,-0.000240,0.039644,0.000380,0.169474
385,0.127200,0.01004,-0.00365,0.01068,0.005738,-0.000240,0.039706,0.000441,0.169565
386,0.127400,0.01143,-0.00915,0.01464,0.005738,-0.000240,0.039773,0.000498,0.169655
387,0.127600,0.01099,-0.02067,0.02340,0.005738,-0.000240,0.039838,0.000551,0.169748
388,0.127800,0.01600,-0.03331,0.03695,0.005738,-0.000240,0.039899,0.000600,0.169847
389,0.128000,0.00736,-0.04273,0.04336,0.005738,-0.000240,0.039957,0.000646,0.169952
390,0.128200,-0.01448,-0.04701,0.04919,0.005738,-0.000240,0.040012,0.000689,0.170061
391,0.128400,-0.00552,-0.05169,0.05199,0.005738,-0.000240,0.040064,0.000729,0.170176
392,0.128600,-0.00899,-0.05714,0.05784,0.005738,-0.000240,0.040114,0.000767,0.170295
393,0.128800,-0.02078,-0.05790,0.06152,0.005738,-0.000240,0.040160,0.000801,0.170418
394,0.129000,-0.02447,-0.07428,0.07821,0.005738,-0.000240,0.040205,0.000834,0.170546
395,0.129200,-0.01188,-0.07550,0.07643,0.005738,-0.000240,0.040322,0.000864,0.170605
396,0.129400,-0.01959,-0.07922,0.08160,0.005753,-0.000177,0.040453,0.000877,0.170650
397,0.129600,-0.02837,-0.07164,0.07705,0.005753,-0.000177,0.040583,0.000877,0.170696
398,0.129800,-0.02476,-0.07559,0.07955,0.005753,-0.000177,0.040710,0.000875,0.170745
399,0.130000,-0.01965,-0.08517,0.08741,0.005769,-0.000109,0.040838,0.000871,0.170793
400,0.130200,-0.01704,-0.07137,0.07337,0.005769,-0.000109,0.040964,0.000865,0.170841
401,0.130400,-0.01546,-0.07323,0.07484,0.005769,-0.000109,0.041089,0.000858,0.170892
402,0.130600,-0.01273,-0.08286,0.08383,0.005779,-0.000043,0.041212,0.000850,0.170943
403,0.130800,-0.02441,-0.07317,0.07714,0.005779,-0.000043,0.041335,0.000841,0.170995
404,0.131000,-0.02997,-0.06309,0.06985,0.005779,-0.000043,0.041541,0.000833,0.170968
405,0.131200,-0.02796,-0.06732,0.07290,0.005779,-0.000043,0.041756,0.000825,0.170931
406,0.131400,-0.00657,-0.05043,0.05086,0.005779,-0.000043,0.041968,0.000818,0.170896
407,0.131600,0.00457,-0.06238,0.06255,0.005779,-0.000043,0.042178,0.000811,0.170862
408,0.131800,0.01898,-0.06531,0.06802,0.005779,-0.000043,0.042385,0.000805,0.170830
409,0.132000,0.01801,-0.05292,0.05590,0.005779,-0.000043,0.042590,0.000799,0.170798
410,0.132200,0.03876,-0.07243,0.08215,0.005748,0.000015,0.042790,0.000779,0.170776
411,0.132400,0.04513,-0.07904,0.09101,0.005712,0.000078,0.042982,0.000735,0.170768
412,0.132600,0.06259,-0.05411,0.08273,0.005662,0.000122,0.043165,0.000671,0.170780
413,0.132800,0.05832,-0.05301,0.07881,0.005662,0.000122,0.043362,0.000601,0.170786
414,0.133000,0.05972,-0.05712,0.08264,0.005614,0.000167,0.043557,0.000524,0.170801
415,0.133200,0.05390,-0.04782,0.07206,0.005614,0.000167,0.043746,0.000442,0.170823
416,0.133400,0.06288,-0.02916,0.06931,0.005614,0.000167,0.043936,0.000365,0.170842
417,0.133600,0.07181,-0.00806,0.07226,0.005614,0.000167,0.044125,0.000293,0.170859
418,0.133800,0.08528,0.01964,0.08751,0.005546,0.000152,0.044309,0.000229,0.170888
419,0.134000,0.08443,0.01080,0.08511,0.005478,0.000143,0.044480,0.000174,0.170944
420,0.134200,0.08150,0.03055,0.08704,0.005413,0.000119,0.044640,0.000130,0.171026
421,0.134400,0.06183,0.04493,0.07643,0.005413,0.000119,0.044796,0.000093,0.171115
422,0.134600,0.05771,0.06092,0.08392,0.005367,0.000070,0.044958,0.000071,0.171210
423,0.134800,0.05767,0.06223,0.08484,0.005321,0.000020,0.045114,0.000065,0.171317
424,0.135000,0.06006,0.06403,0.08779,0.005273,-0.000031,0.045265,0.000064,0.171438
425,0.135200,0.05071,0.06705,0.08406,0.005232,-0.000085,0.045410,0.000069,0.171569
426,0.135400,0.03115,0.08455,0.09010,0.005207,-0.000152,0.045554,0.000093,0.171706
427,0.135600,0.02715,0.08777,0.09187,0.005186,-0.000223,0.045696,0.000148,0.171843
428,0.135800,0.01329,0.08223,0.08330,0.005175,-0.000288,0.045840,0.000230,0.171976
429,0.136000,-0.02252,0.05924,0.06338,0.005175,-0.000288,0.045985,0.000321,0.172100
430,0.136200,-0.03798,0.03938,0.05471,0.005175,-0.000288,0.046134,0.000409,0.172216
431,0.136400,-0.04465,0.03455,0.05645,0.005175,-0.000288,0.046295,0.000492,0.172320
432,0.136600,-0.05258,0.03017,0.06062,0.005175,-0.000288,0.046459,0.000570,0.172416
433,0.136800,-0.05025,0.01215,0.05170,0.005175,-0.000288,0.046626,0.000643,0.172503
434,0.137000,-0.03884,0.01063,0.04027,0.005175,-0.000288,0.046795,0.000712,0.172582
435,0.137200,-0.05313,0.00309,0.05322,0.005175,-0.000288,0.046967,0.000777,0.172653
436,0.137400,-0.04872,-0.01576,0.05121,0.005175,-0.000288,0.047140,0.000838,0.172718
437,0.137600,-0.03619,-0.01158,0.03799,0.005175,-0.000288,0.047315,0.000895,0.172776
438,0.137800,-0.03184,-0.02320,0.03940,0.005175,-0.000288,0.047492,0.000949,0.172828
439,0.138000,-0.03207,-0.01681,0.03621,0.005175,-0.000288,0.047671,0.001000,0.172873
440,0.138200,-0.02178,-0.02026,0.02975,0.005175,-0.000288,0.047860,0.001047,0.172911
441,0.138400,-0.04056,-0.04719,0.06223,0.005175,-0.000288,0.048050,0.001092,0.172944
442,0.138600,-0.03501,-0.04856,0.05986,0.005175,-0.000288,0.048241,0.001134,0.172972
443,0.138800,-0.02219,-0.05393,0.05832,0.005175,-0.000288,0.048432,0.001174,0.172995
444,0.139000,-0.02626,-0.04989,0.05638,0.005175,-0.000288,0.048625,0.001211,0.173013
445,0.139200,-0.02590,-0.06124,0.06649,0.005175,-0.000288,0.048818,0.001246,0.173027
446,0.139400,-0.00233,-0.05438,0.05443,0.005175,-0.000288,0.049012,0.001278,0.173036
447,0.139600,-0.00607,-0.04799,0.04838,0.005175,-0.000288,0.049206,0.001309,0.173042
448,0.139800,-0.00267,-0.06459,0.06465,0.005175,-0.000288,0.049401,0.001338,0.173044
449,0.140000,-0.00201,-0.08533,0.08535,0.005177,-0.000220,0.049605,0.001349,0.173041
450,0.140200,0.01074,-0.07718,0.07793,0.005177,-0.000220,0.049809,0.001345,0.173034
451,0.140400,0.02645,-0.07879,0.08311,0.005155,-0.000157,0.050012,0.001338,0.173030
452,0.140600,0.02681,-0.07776,0.08225,0.005134,-0.000095,0.050211,0.001325,0.173032
453,0.140800,0.03733,-0.08505,0.09288,0.005104,-0.000027,0.050408,0.001293,0.173042
454,0.141000,0.03255,-0.07050,0.07766,0.005104,-0.000027,0.050603,0.001249,0.173056
455,0.141200,0.03480,-0.05992,0.06929,0.005104,-0.000027,0.050799,0.001207,0.173065
456,0.141400,0.03062,-0.05285,0.06108,0.005104,-0.000027,0.050994,0.001166,0.173070
457,0.141600,0.02135,-0.08060,0.08338,0.005087,0.000038,0.051190,0.001112,0.173075
458,0.141800,0.03362,-0.07838,0.08529,0.005060,0.000100,0.051392,0.001034,0.173084
459,0.142000,0.03241,-0.05844,0.06682,0.005060,0.000100,0.051592,0.000946,0.173093
460,0.142200,0.02433,-0.05123,0.05672,0.005060,0.000100,0.051792,0.000862,0.173099
461,0.142400,0.02584,-0.04077,0.04827,0.005060,0.000100,0.051993,0.000783,0.173101
462,0.142600,0.02802,-0.04176,0.05029,0.005060,0.000100,0.052193,0.000709,0.173097
463,0.142800,0.01226,-0.04776,0.04930,0.005060,0.000100,0.052394,0.000640,0.173090
464,0.143000,0.03435,-0.04626,0.05762,0.005060,0.000100,0.052594,0.000575,0.173079
465,0.143200,0.03652,-0.02934,0.04684,0.005060,0.000100,0.052795,0.000514,0.173064
466,0.143400,0.04716,-0.03238,0.05721,0.005060,0.000100,0.052996,0.000456,0.173045
467,0.143600,0.05112,-0.04433,0.06767,0.005060,0.000100,0.053204,0.000402,0.173020
468,0.143800,0.06658,-0.02140,0.06994,0.005060,0.000100,0.053412,0.000352,0.172992
469,0.144000,0.06669,-0.01766,0.06899,0.005060,0.000100,0.053620,0.000305,0.172961
470,0.144200,0.06605,-0.01287,0.06729,0.005060,0.000100,0.053827,0.000260,0.172927
471,0.144400,0.05827,-0.01225,0.05954,0.005060,0.000100,0.054034,0.000218,0.172890
472,0.144600,0.08702,0.00181,0.08704,0.004991,0.000099,0.054236,0.000180,0.172869
473,0.144800,0.07546,0.00090,0.07547,0.004991,0.000099,0.054435,0.000144,0.172858
474,0.145000,0.08177,0.01364,0.08290,0.004925,0.000088,0.054629,0.000113,0.172862
475,0.145200,0.09731,-0.00510,0.09744,0.004847,0.000092,0.054818,0.000085,0.172894
476,0.145400,0.11125,-0.00224,0.11127,0.004758,0.000094,0.055006,0.000057,0.172958
477,0.145600,0.10241,-0.00373,0.10247,0.004676,0.000097,0.055186,0.000030,0.173055
478,0.145800,0.12830,-0.00809,0.12855,0.004574,0.000103,0.055358,0.000003,0.173187
479,0.146000,0.09029,0.00006,0.09029,0.004502,0.000103,0.055522,-0.000025,0.173349
480,0.146200,0.09570,-0.01108,0.09634,0.004425,0.000112,0.055681,-0.000054,0.173534
481,0.146400,0.07174,0.00251,0.07179,0.004425,0.000112,0.055838,-0.000083,0.173721
482,0.146600,0.08573,0.00295,0.08578,0.004356,0.000110,0.055995,-0.000110,0.173911
483,0.146800,0.07759,-0.01389,0.07882,0.004356,0.000110,0.056151,-0.000136,0.174100
484,0.147000,0.06464,-0.00630,0.06495,0.004356,0.000110,0.056312,-0.000160,0.174273
485,0.147200,0.02646,-0.01858,0.03233,0.004356,0.000110,0.056482,-0.000183,0.174428
486,0.147400,0.03109,-0.01312,0.03375,0.004356,0.000110,0.056655,-0.000205,0.174568
487,0.147600,0.02492,0.00171,0.02498,0.004356,0.000110,0.056831,-0.000226,0.174693
488,0.147800,-0.00643,0.01682,0.01801,0.004356,0.000110,0.057010,-0.000246,0.174806
489,0.148000,-0.00945,0.02082,0.02287,0.004356,0.000110,0.057192,-0.000264,0.174906
490,0.148200,0.00375,0.00638,0.00740,0.004356,0.000110,0.057375,-0.000282,0.174995
491,0.148400,0.01065,0.01295,0.01677,0.004356,0.000110,0.057561,-0.000299,0.175072
492,0.148600,-0.01317,0.00145,0.01325,0.004356,0.000110,0.057749,-0.000315,0.175139
493,0.148800,-0.00071,0.02348,0.02349,0.004356,0.000110,0.057940,-0.000330,0.175195
494,0.149000,0.00985,0.03161,0.03311,0.004356,0.000110,0.058139,-0.000345,0.175239
495,0.149200,0.02165,0.05350,0.05772,0.004356,0.000110,0.058340,-0.000359,0.175274
496,0.149400,-0.01012,0.05510,0.05602,0.004356,0.000110,0.058541,-0.000371,0.175301
497,0.149600,-0.01650,0.01461,0.02204,0.004356,0.000110,0.058744,-0.000384,0.175320
498,0.149800,-0.02270,0.04460,0.05005,0.004356,0.000110,0.058948,-0.000395,0.175332
499,0.150000,-0.00427,0.03506,0.03532,0.004356,0.000110,0.059152,-0.000406,0.175337
500,0.150200,0.00697,0.05292,0.05338,0.004356,0.000110,0.059357,-0.000417,0.175335
501,0.150400,0.01769,0.04180,0.04539,0.004356,0.000110,0.059563,-0.000427,0.175328
502,0.150600,0.02269,0.02294,0.03226,0.004356,0.000110,0.059771,-0.000436,0.175313
503,0.150800,0.03082,0.01938,0.03641,0.004356,0.000110,0.059986,-0.000445,0.175289
504,0.151000,0.05404,0.04337,0.06930,0.004356,0.000110,0.060200,-0.000453,0.175260
505,0.151200,0.05056,0.06672,0.08371,0.004316,0.000056,0.060413,-0.000456,0.175237
506,0.151400,0.03994,0.08752,0.09620,0.004284,-0.000014,0.060623,-0.000446,0.175225
507,0.151600,0.03759,0.07233,0.08151,0.004254,-0.000071,0.060830,-0.000415,0.175223
508,0.151800,0.02957,0.07397,0.07966,0.004254,-0.000071,0.061037,-0.000373,0.175222
509,0.152000,0.04301,0.05921,0.07318,0.004254,-0.000071,0.061244,-0.000332,0.175215
510,0.152200,0.05667,0.04938,0.07516,0.004254,-0.000071,0.061451,-0.000293,0.175202
511,0.152400,0.06860,0.05056,0.08521,0.004199,-0.000112,0.061659,-0.000247,0.175196
512,0.152600,0.06598,0.04476,0.07973,0.004199,-0.000112,0.061870,-0.000194,0.175191
513,0.152800,0.06394,0.04762,0.07973,0.004199,-0.000112,0.062082,-0.000143,0.175181
514,0.153000,0.05329,0.04445,0.06939,0.004199,-0.000112,0.062293,-0.000096,0.175165
515,0.153200,0.05200,0.03272,0.06143,0.004199,-0.000112,0.062505,-0.000051,0.175142
516,0.153400,0.03518,0.02527,0.04332,0.004199,-0.000112,0.062717,-0.000009,0.175114
517,0.153600,0.05856,0.01834,0.06137,0.004199,-0.000112,0.062929,0.000031,0.175080
518,0.153800,0.05115,0.00104,0.05116,0.004199,-0.000112,0.063141,0.000068,0.175040
519,0.154000,0.06009,-0.01545,0.06204,0.004199,-0.000112,0.063352,0.000103,0.174996
520,0.154200,0.04249,-0.01208,0.04417,0.004199,-0.000112,0.063567,0.000135,0.174945
521,0.154400,0.05038,-0.03739,0.06274,0.004199,-0.000112,0.063785,0.000166,0.174886
522,0.154600,0.06267,-0.04227,0.07560,0.004199,-0.000112,0.064003,0.000195,0.174823
523,0.154800,0.04393,-0.04181,0.06065,0.004199,-0.000112,0.064221,0.000222,0.174757
524,0.155000,0.06039,-0.05403,0.08103,0.004151,-0.000069,0.064437,0.000237,0.174699
525,0.155200,0.08298,-0.04392,0.09389,0.004084,-0.000034,0.064650,0.000239,0.174665
526,0.155400,0.08812,-0.06112,0.10724,0.004014,0.000015,0.064858,0.000235,0.174659
527,0.155600,0.10222,-0.05175,0.11457,0.003932,0.000057,0.065061,0.000219,0.174685
528,0.155800,0.11421,-0.06063,0.12931,0.003841,0.000105,0.065261,0.000182,0.174746
529,0.156000,0.11035,-0.07658,0.13432,0.003752,0.000167,0.065459,0.000120,0.174838
530,0.156200,0.11175,-0.06955,0.13163,0.003663,0.000222,0.065657,0.000032,0.174949
531,0.156400,0.10137,-0.05504,0.11534,0.003582,0.000266,0.065853,-0.000076,0.175076
532,0.156600,0.08126,-0.01330,0.08234,0.003517,0.000277,0.066047,-0.000192,0.175216
533,0.156800,0.06424,-0.00899,0.06486,0.003517,0.000277,0.066240,-0.000305,0.175355
534,0.157000,0.03912,-0.00227,0.03918,0.003517,0.000277,0.066434,-0.000412,0.175480
535,0.157200,0.03107,-0.01649,0.03518,0.003517,0.000277,0.066628,-0.000512,0.175594
536,0.157400,0.00962,-0.00846,0.01281,0.003517,0.000277,0.066823,-0.000607,0.175705
537,0.157600,-0.00384,-0.00627,0.00735,0.003517,0.000277,0.067018,-0.000697,0.175811
538,0.157800,-0.03692,0.00825,0.03783,0.003517,0.000277,0.067216,-0.000781,0.175904
539,0.158000,-0.06145,0.01964,0.06451,0.003517,0.000277,0.067420,-0.000861,0.175980
540,0.158200,-0.07088,0.03663,0.07979,0.003517,0.000277,0.067625,-0.000935,0.176042
541,0.158400,-0.08320,0.03037,0.08857,0.003583,0.000253,0.067833,-0.000999,0.176075
542,0.158600,-0.06697,0.03652,0.07629,0.003583,0.000253,0.068044,-0.001054,0.176082
543,0.158800,-0.06277,0.04778,0.07888,0.003583,0.000253,0.068256,-0.001104,0.176078
544,0.159000,-0.06354,0.05598,0.08469,0.003634,0.000208,0.068471,-0.001140,0.176053
545,0.159200,-0.03864,0.05804,0.06973,0.003634,0.000208,0.068687,-0.001164,0.176008
546,0.159400,-0.03452,0.06877,0.07695,0.003634,0.000208,0.068903,-0.001184,0.175957
547,0.159600,-0.03453,0.06160,0.07062,0.003634,0.000208,0.069123,-0.001204,0.175896
548,0.159800,-0.02029,0.07512,0.07782,0.003634,0.000208,0.069346,-0.001222,0.175826
549,0.160000,0.00613,0.08473,0.08495,0.003629,0.000140,0.069568,-0.001227,0.175753
550,0.160200,-0.00575,0.09406,0.09423,0.003634,0.000065,0.069791,-0.001209,0.175675
551,0.160400,0.00656,0.09362,0.09385,0.003629,-0.000010,0.070014,-0.001162,0.175593
552,0.160600,0.00402,0.08392,0.08401,0.003626,-0.000077,0.070237,-0.001082,0.175508
553,0.160800,-0.00322,0.09309,0.09314,0.003628,-0.000152,0.070460,-0.000970,0.175419
554,0.161000,0.01147,0.08292,0.08371,0.003619,-0.000218,0.070683,-0.000828,0.175328
555,0.161200,0.01977,0.07379,0.07639,0.003619,-0.000218,0.070904,-0.000678,0.175234
556,0.161400,0.04718,0.03955,0.06156,0.003619,-0.000218,0.071128,-0.000535,0.175134
557,0.161600,0.06972,0.01399,0.07111,0.003619,-0.000218,0.071353,-0.000401,0.175026
558,0.161800,0.07852,0.00395,0.07862,0.003619,-0.000218,0.071577,-0.000275,0.174915
559,0.162000,0.08589,-0.01234,0.08677,0.003550,-0.000208,0.071799,-0.000159,0.174818
560,0.162200,0.10837,-0.00648,0.10857,0.003464,-0.000203,0.072018,-0.000055,0.174756
561,0.162400,0.10341,-0.01656,0.10472,0.003381,-0.000190,0.072233,0.000039,0.174731
562,0.162600,0.11523,-0.01530,0.11624,0.003289,-0.000178,0.072446,0.000120,0.174743
563,0.162800,0.10797,-0.02317,0.11042,0.003202,-0.000159,0.072656,0.000189,0.174787
564,0.163000,0.11712,-0.04306,0.12479,0.003109,-0.000125,0.072864,0.000239,0.174856
